name,county,notes,state,type,lon,lat,image,popularity,popularity_num,real_address
Bellevue,New Castle county,"The former estate of William du Pont, Jr. includes tennis courts, a horse racing barn, and other recreational facilities, as well as Bellevue Hall, a replica of James Madison's Montpelier where du Pont spent his boyhood years.",Delaware,state_park,-75.5005687,39.7828113,NA,NA,NA,"800 Carr Rd, Wilmington, DE 19809, USA"
Brandywine Creek,New Castle county,"Much of this state park was once part of Henry A. du Pont's Winterthur estate and was used as a dairy farm from the 1870s through the 1920s. The rest, protecting land along the Brandywine, was preserved by William Poole Bancroft and his Woodlawn Trustees. The park adjoins First State National Historical Park.",Delaware,state_park,-75.5313104,39.7320579,NA,NA,NA,"1180 E 7th St, Wilmington, DE 19801, USA"
Cape Henlopen,Sussex county,Delaware's largest state park includes the remains of World War II-era Fort Miles and its iconic observation towers which dot the cape's beaches on both the Atlantic Ocean and Delaware Bay. The National Harbor of Refuge and Delaware Breakwater Harbor Historic District and its two lighthouses are visible from the beaches.,Delaware,state_park,-75.10159630000001,38.7856582,NA,NA,NA,"Bike Loop, Lewes, DE 19958, USA"
Delaware Seashore,Sussex county,The park features beaches on both the Atlantic Ocean and Rehoboth Bay. It also includes the historic Indian River Life Saving Service Station.,Delaware,state_park,-75.071248,38.612837,NA,NA,NA,"39401 Inlet Rd, Millsboro, DE 19966, USA"
Fenwick Island,Sussex county,In 1981 Fenwick Island State Park became a separate park; before that it was the southern part of Delaware Seashore State Park.,Delaware,state_park,-75.05129219999999,38.4623346,NA,NA,NA,"4 E Georgetown St, Fenwick Island, DE 19944, USA"
First State Heritage,Kent county,"Designed as an urban ""park without boundaries,"" this park links historic and cultural sites throughout the capital city, Dover.",Delaware,state_park,-75.52029999999999,39.1583699,NA,NA,NA,"121 M.L.K. Jr Blvd N, Dover, DE 19901, USA"
Fort Delaware,New Castle county,"The state park preserves all of Pea Patch Island in the middle of the Delaware River, including the historic Civil War fortress which housed prisoners of war.",Delaware,state_park,-75.587367,39.578484,NA,NA,NA,"55 Clinton St, Delaware City, DE 19706, USA"
Fort DuPont,New Castle county,"The former military base, named after Rear Admiral Samuel Francis Du Pont, was in use from the Civil War through World War II, and protects a stretch of land along the Delaware River and the Chesapeake and Delaware Canal.",Delaware,state_park,-75.581231,39.573116,NA,NA,NA,"Wilmington Ave, Middletown, DE 19709, USA"
Fox Point,New Castle county,"A former brownfield site along the Delaware River, it was cleaned up and now offers trails and recreational activities.",Delaware,state_park,-75.1187932,38.537097,NA,NA,NA,"Fox Point Ln, Ocean View, DE 19970, USA"
Holts Landing,Sussex county,This park used to be a farm and boat ramp operated by the Holts Family.,Delaware,state_park,-75.12972789999999,38.5870944,NA,NA,NA,"Sea Hawk Trail, Dagsboro, DE 19939, USA"
Killens Pond,Kent county,"The core of this park is a 66-acre millpond, but it also includes campgrounds, hiking trails, and a water park.",Delaware,state_park,-75.54276449999999,38.987218,NA,NA,NA,"5025 Killens Pond Rd, Felton, DE 19943, USA"
Lums Pond,New Castle county,Lums Pond was originally used to supply water for the Chesapeake & Delaware Canal when the facility still used canal locks. It is the largest freshwater pond in Delaware and features a new zip-line course.,Delaware,state_park,-75.71993859999999,39.5613543,NA,NA,NA,"549-573 Buck Jersey Rd, Bear, DE 19701, USA"
Trap Pond,Sussex county,The park preserves the northernmost strands of baldcypress trees in the eastern United States.,Delaware,state_park,-75.476406,38.5258168,NA,NA,NA,"Island Trail, Laurel, DE 19956, USA"
White Clay Creek,New Castle county,White Clay Creek State Park preserves land around the White Clay Creek National Scenic & Recreational River. It borders Pennsylvania's White Clay Creek Preserve.,Delaware,state_park,-75.7571184,39.733146,NA,NA,NA,"David English, Newark, DE 19711, USA"
Wilmington,New Castle county,"Wilmington State Parks is an urban park unit consisting of several smaller parks protecting land along the Brandywine River in the heart of Wilmington. The park includes Brandywine Park, Brandywine Zoo, H. Fletcher Brown Park, and Rockford Park.",Delaware,state_park,-75.5397878,39.7390721,NA,NA,NA,"901 E 7th St, Wilmington, DE 19801, USA"
Alafia River State Park,Hillsborough county,Former phosphorus strip mine unremediated[20],Florida,state_park,-82.14523989999999,27.780117,NA,NA,NA,"13549-13999 S County Rd 39, Lithia, FL 33547, USA"
Alfred B. Maclay Gardens State Park,Leon county,Originally named Killearn Gardens State Park[21],Florida,state_park,-84.24761149999999,30.5134462,NA,NA,NA,"Maclay St Park Access Rd, Tallahassee, FL 32312, USA"
Allen David Broussard Catfish Creek Preserve State Park,Polk county,Home to rare scrub habitat for wildlife,Florida,state_park,-81.488714,27.983354,NA,NA,NA,"4335 Firetower Rd, Haines City, FL 33844, USA"
Amelia Island State Park,Nassau county,Horseback riding is permitted on the beach,Florida,state_park,-81.44025909999999,30.5209796,NA,NA,NA,"7500 1st Coast Hwy, Fernandina Beach, FL 32034, USA"
Anastasia State Park,St. Johns county,Hurricane Dora connected Anastasia Island and Conch Island in 1964,Florida,state_park,-81.2790533,29.8728553,NA,NA,NA,"1340 S A1a, St Augustine, FL 32080, USA"
Anclote Key Preserve State Park,Pasco county,Accessible only by ferry or boat[8],Florida,state_park,-82.84515010000001,28.1681593,NA,NA,NA,"3301 Bluff Blvd, Holiday, FL 34691, USA"
Avalon State Park,St. Lucie county,Used for frogman training during World War II,Florida,state_park,-80.31620960000001,27.5382739,NA,NA,NA,"5400-5434 Florida A1A, Fort Pierce, FL 34949, USA"
Bahia Honda State Park,Monroe county,An island in the lower Florida Keys,Florida,state_park,-81.27439849999999,24.659744,NA,NA,NA,"Old Bahia Honda Bridge, Big Pine Key, FL 33043, USA"
Bald Point State Park,Wakulla county,Amphibious landing exercises held during World War II,Florida,state_park,-84.33741669999999,29.9378245,NA,NA,NA,"806 Bald Point Rd, Alligator Point, FL 32346, USA"
The Barnacle Historic State Park,Miami-Dade county,Oldest house in Coconut Grove; built in 1891[22],Florida,state_park,-80.242525,25.725306,NA,NA,NA,"3485 Main Hwy, Miami, FL 33133, USA"
Big Lagoon State Park,Escambia county,Start of the Great Florida Birding Trail,Florida,state_park,-87.4037176,30.3217353,NA,NA,NA,"5713 Bauer Rd, Pensacola, FL 32507, USA"
Big Shoals State Park,Hamilton county,Largest whitewater Class III rapids in Florida,Florida,state_park,-82.7371292,30.3439474,NA,NA,NA,"11395 SE Co Rd 135, White Springs, FL 32096, USA"
Big Talbot Island State Park,Duval county,Part of Talbot Islands State Parks,Florida,state_park,-81.44,30.4830556,NA,NA,NA,"Florida A1A, Jacksonville, FL 32226, USA"
Bill Baggs Cape Florida State Park,Miami-Dade county,Home to the Cape Florida Light on Key Biscayne,Florida,state_park,-80.1561749,25.6663579,NA,NA,NA,"Cape Florida Park Blvd, Key Biscayne, FL 33149, USA"
Blackwater River State Park,Santa Rosa county,Home to 1982 Florida Champion Atlantic white cedar tree,Florida,state_park,-86.8786355,30.71201319999999,NA,NA,NA,"Boat Ramp Rd, Holt, FL 32564, USA"
Blue Spring State Park,Volusia county,Largest spring on the St. Johns River and a designated manatee refuge,Florida,state_park,-81.33796679999999,28.9481475,NA,NA,NA,"Becker Blvd, Orange City, FL 32763, USA"
Bulow Creek State Park,Volusia county,400-year-old Fairfield oak and 11 plantation sites,Florida,state_park,-81.1324846,29.3882774,NA,NA,NA,"3351 Old Dixie Hwy, Ormond Beach, FL 32174, USA"
Bulow Plantation Ruins Historic State Park,Volusia county,Extensive stone ruins[23],Florida,state_park,-81.1419295,29.4351501,NA,NA,NA,"3501 Old Kings Rd S, Flagler Beach, FL 32136, USA"
Caladesi Island State Park,Pinellas county,"Ferry available, 108-slip marina[16]",Florida,state_park,-82.8198079,28.0316785,NA,NA,NA,"Unnamed Road, Clearwater Beach, FL 33767, USA"
Camp Helen State Park,Bay county,Day use park formerly used as private resort,Florida,state_park,-85.98946049999999,30.2743049,NA,NA,NA,"Camp Helen Rd, Inlet Beach, FL 32413, USA"
Cayo Costa State Park,Lee county,Accessible only by ferry or boat - primitive cabins[17],Florida,state_park,-82.2224339,26.6143456,NA,NA,NA,"11001 Pejuan SHRS, Captiva, FL 33924, USA"
Cedar Key Scrub State Reserve,Levy county,Very limited facilities,Florida,state_park,-83.0216836,29.15749989999999,NA,NA,NA,"11591 SW 154 Ave, Cedar Key, FL 32625, USA"
Cedar Key Museum State Park,Levy county,The St. Clair Whitman house depicts life in Cedar Key circa 1920,Florida,state_park,-83.04797549999999,29.1505644,NA,NA,NA,"12231 SW 166th Ct, Cedar Key, FL 32625, USA"
Charlotte Harbor Preserve State Park,Charlotte county,Very limited facilities,Florida,state_park,-82.023938,26.850468,NA,NA,NA,"12301 Co Rd 765, Punta Gorda, FL 33955, USA"
Collier-Seminole State Park,Collier county,"National Historic Mechanical Engineering Landmark, the Bay City Walking Dredge used to build the Tamiami Trail through the Everglades",Florida,state_park,-81.59166189999999,25.9916981,NA,NA,NA,"20200 Tamiami Trail E, Naples, FL 34114, USA"
Colt Creek State Park,Polk county,Part of the Green Swamp Wilderness Preserve,Florida,state_park,-82.053499,28.302334,NA,NA,NA,"16000 FL-471, Lakeland, FL 33809, USA"
Constitution Convention Museum State Park,Gulf county,Site where first Florida constitution was drafted in 1838,Florida,state_park,-85.29599309999999,29.793459,NA,NA,NA,"2201 Centennial Dr, Port St Joe, FL 32456, USA"
Crystal River Archaeological State Park,Citrus county,National Historic Landmark and one of the oldest continuously occupied pre-Columbian sites in Florida,Florida,state_park,-82.6285595,28.9092514,NA,NA,NA,"3400 N Museum Point, Crystal River, FL 34428, USA"
Crystal River Preserve State Park,Citrus county,Rare spring-fed estuary,Florida,state_park,-82.6373018,28.9084763,NA,NA,NA,"W Trawler Ln, Crystal River, FL 34428, USA"
Curry Hammock State Park,Monroe county,Named for a Miami teacher whose family owned key land,Florida,state_park,-80.9807835,24.7412625,NA,NA,NA,"56200 Overseas Hwy, Marathon, FL 33050, USA"
Dade Battlefield Historic State Park,Sumter county,Second Seminole War battle where 105 of 108 troops were massacred by 180 Native Americans,Florida,state_park,-82.1264794,28.652587,NA,NA,NA,"Battlefield Dr, Bushnell, FL 33513, USA"
Dagny Johnson Key Largo Hammock Botanical State Park,Monroe county,Park's name changed in 2001 to honor park activist,Florida,state_park,-80.3696331,25.1759388,NA,NA,NA,"251 County Rd 905, Key Largo, FL 33037, USA"
De Leon Springs State Park,Volusia county,"""Old Methuselah"" is a 500-year-old bald cypress; previously a private park with Jungle Cruise; 19 million gallons (72 million liters) of 72 °F (22 °C) water daily",Florida,state_park,-81.36109499999999,29.1325701,NA,NA,NA,"601 Ponce Deleon Blvd, De Leon Springs, FL 32130, USA"
DeSoto Site Historic State Park,Leon county,Site of Hernando de Soto 1839 encampment and Gov. John W. Martin House,Florida,state_park,-84.2688661,30.4352758,NA,NA,NA,"1001 Myers Park Dr, Tallahassee, FL 32301, USA"
Deer Lake State Park,Walton county,Very rare freshwater lake among coastal dunes,Florida,state_park,-86.0682532,30.313514,NA,NA,NA,"6719 E Co Hwy 30A, Santa Rosa Beach, FL 32459, USA"
Delnor-Wiggins Pass State Park,Collier county,Barrier island with white sugar sand beach,Florida,state_park,-81.82798330000001,26.2816886,NA,NA,NA,"Park Dr, Naples, FL 34108, USA"
Devil's Millhopper Geological State Park,Alachua county,"120-foot (36.6 m) deep, 500-foot (152.4 m) wide sinkhole accessed by 232 step stairway",Florida,state_park,-82.3952721,29.7062495,NA,NA,NA,"4732 Millhopper Rd, Gainesville, FL 32653, USA"
Don Pedro Island State Park,Charlotte county,Barrier island accessible only by boat or ferry[13],Florida,state_park,-82.301245,26.857622,NA,NA,NA,"8450 Placida Rd, Placida, FL 33946, USA"
Dudley Farm Historic State Park,Alachua county,Shows agricultural development in Florida from the 1850s through the mid-1940s,Florida,state_park,-82.541478,29.656447,NA,NA,NA,"18730 W Newberry Rd, Newberry, FL 32669, USA"
Dunns Creek State Park,Putnam county,Steamboat stop during the 1920s,Florida,state_park,-81.6250508,29.5210077,NA,NA,NA,"1569 US-17, Pomona Park, FL 32181, USA"
Econfina River State Park,Taylor county,Confederate deserters camped here and assisted Union blockcade ships during the Civil War,Florida,state_park,-83.9063461,30.060077,NA,NA,NA,"4704-4708 Econfina River Rd, Lamont, FL 32336, USA"
Eden Gardens State Park,Walton county,Restored plantation house with Louis XVI style furniture,Florida,state_park,-86.1199886,30.3689498,NA,NA,NA,"Eden Gardens State Park, Santa Rosa Beach, FL 32459, USA"
Edward Ball Wakulla Springs State Park,Wakulla county,One of the largest and deepest freshwater springs in the world,Florida,state_park,-84.3018721,30.2345249,NA,NA,NA,"465 Wakulla Park Dr, Crawfordville, FL 32327, USA"
Egmont Key State Park,Hillsborough county,The ruins of Fort Dade and Egmont Key Light are inside the park,Florida,state_park,-82.7609645,27.5884445,NA,NA,NA,"Egmont Key, St. Petersburg, FL 33715, USA"
Estero Bay Preserve State Park,Lee county,The first aquatic nature preserve established in Florida,Florida,state_park,-81.8552196,26.4114282,NA,NA,NA,"5211 Draine St, Bonita Springs, FL 34134, USA"
Fakahatchee Strand Preserve State Park,Collier county,Part of the Big Cypress National Preserve in the Everglades,Florida,state_park,-81.4042893,26.0612727,NA,NA,NA,"Janes Memorial Scenic Dr, Naples, FL 34114, USA"
Falling Waters State Park,Washington county,"Contains a 73-foot (22.3 m) waterfall, tallest in Florida",Florida,state_park,-85.5288441,30.7252759,NA,NA,NA,"1130 State Park Rd, Chipley, FL 32428, USA"
Fanning Springs State Park,Gilchrist county,A first magnitude spring purchased by the state in 1993,Florida,state_park,-82.9330739,29.5901937,NA,NA,NA,"18002 US-19, Fanning Springs, FL 32693, USA"
Faver-Dykes State Park,St. Johns county,A wilderness area,Florida,state_park,-81.2654089,29.669875,NA,NA,NA,"1000 Faver Dykes Rd, St Augustine, FL 32086, USA"
Florida Caverns State Park,Jackson county,The only Florida state park with public cave tours,Florida,state_park,-85.212631,30.8084789,NA,NA,NA,"3499 Hickory Nut Dr, Marianna, FL 32448, USA"
Forest Capital Museum State Park,Taylor county,Includes a late 1800s Florida cracker homestead,Florida,state_park,-83.5695077,30.0803509,NA,NA,NA,"204 Forest Park Dr, Perry, FL 32348, USA"
Fort Clinch State Park,Nassau county,Construction of Fort Clinch began in 1847,Florida,state_park,-81.4342934,30.7014424,NA,NA,NA,"Fort Clinch Rd, Fernandina Beach, FL 32034, USA"
Fort Cooper State Park,Citrus county,On the Withlacoochee State Trail,Florida,state_park,-82.3019253,28.8162949,NA,NA,NA,"3051 Old Floral City Rd, Inverness, FL 34450, USA"
Fort Foster State Historic Site,Hillsborough county,Part of Hillsborough River State Park; replica fort built in 1972,Florida,state_park,-82.2196811,28.1491302,NA,NA,NA,"16005-16079 FL-41, Thonotosassa, FL 33592, USA"
Fort George Island Cultural State Park,Duval county,Hurricane Dora connected Anastasia Island and Conch Island in 1964,Florida,state_park,-81.43201839999999,30.4239989,NA,NA,NA,"11038 Fort George Rd, Jacksonville, FL 32226, USA"
Fort Mose Historic State Park,St. Johns county,National Historic Landmark originally known as Gracia Real de Santa Teresa de Mosé,Florida,state_park,-81.325135,29.92767139999999,NA,NA,NA,"6-8 Fort Mose Trail, St Augustine, FL 32084, USA"
Fort Pierce Inlet State Park,St. Lucie county,Used for frogman training during World War II,Florida,state_park,-80.3016686,27.4820331,NA,NA,NA,"2323 Oak Dr, Fort Pierce, FL 34949, USA"
Fort Zachary Taylor Historic State Park,Monroe county,"Pre-civil war fort abandoned, restoration began in the late 1960s by volunteers",Florida,state_park,-81.81047370000002,24.5467548,NA,NA,NA,"100 Angela St, Key West, FL 33040, USA"
Fred Gannon Rocky Bayou State Park,Okaloosa county,Named in honor of United States Air Force Colonel who preserved site,Florida,state_park,-86.4326265,30.4960723,NA,NA,NA,"4281 FL-20, Niceville, FL 32578, USA"
Gainesville-Hawthorne State Trail,Alachua county,Passes through Paynes Prairie,Florida,state_park,-82.2055206,29.5947717,NA,NA,NA,"SE 107 Blvd, Hawthorne, FL 32640, USA"
Gamble Plantation Historic State Park,Manatee county,"Sole surviving antebellum mansion in south Florida, once a 3,500-acre (1,416 ha) sugarcane plantation",Florida,state_park,-82.526343,27.523022,NA,NA,NA,"3708 Patten Ave, Ellenton, FL 34222, USA"
Gamble Rogers Memorial State Recreation Area at Flagler Beach,Flagler county,Renamed from Flagler Beach State Recreation Area in 1992,Florida,state_park,-81.112712,29.4382289,NA,NA,NA,"2836 Flagler Beach to Marineland Trail, Flagler Beach, FL 32136, USA"
Gasparilla Island State Park,CharlotteLee county,Gasparilla Island Lights were lit in 1890,Florida,state_park,-82.2600641,26.71958,NA,NA,NA,"890 Belcher Rd, Boca Grande, FL 33921, USA"
George Crady Bridge Fishing Pier,Duval county,Pedestrian-only fishing bridge,Florida,state_park,-81.44987929999999,30.51975999999999,NA,NA,NA,"200-7434 Residence Ct, Jacksonville, FL, USA"
Grayton Beach State Park,Walton county,"Popular pristine beach offers cabins & camping, boating, fishing and trails",Florida,state_park,-86.15720379999999,30.3315193,NA,NA,NA,"Main Park, Santa Rosa Beach, FL 32459, USA"
Henderson Beach State Park,Okaloosa county,U.S. Air Force Clausen Tracking site until 1951,Florida,state_park,-86.443995,30.3846734,NA,NA,NA,"Henderson Beach Rd, Destin, FL 32541, USA"
Highlands Hammock State Park,Highlands county,Unsuccessfully promoted as a national park,Florida,state_park,-81.5186727,27.4708918,NA,NA,NA,"4671-4869 Hammock Rd, Sebring, FL 33872, USA"
Hillsborough River State Park,Hillsborough county,Fort Foster is inside the park,Florida,state_park,-82.2303936,28.1461797,NA,NA,NA,"State Park Access Rd, Thonotosassa, FL 33592, USA"
Homosassa Springs Wildlife State Park,Citrus county,Home to numerous manatees,Florida,state_park,-82.5768147,28.8010481,NA,NA,NA,"4150 S Suncoast Blvd, Homosassa, FL 34446, USA"
Honeymoon Island State Park,Pinellas county,Easily accessible by bridge from Dunedin,Florida,state_park,-82.8293386,28.0636627,NA,NA,NA,"Honeymoon Island, Dunedin, FL 34698, USA"
Hontoon Island State Park,VolusiaLake county,Accessible only by ferry or boat[9],Florida,state_park,-81.356912,28.97622699999999,NA,NA,NA,"2309 River Ridge Rd, DeLand, FL 32720, USA"
Hugh Taylor Birch State Park,Broward county,Park is in the middle of urban Fort Lauderdale,Florida,state_park,-80.1052665,26.1457496,NA,NA,NA,"3300 NE 14th Ct, Fort Lauderdale, FL 33304, USA"
Ichetucknee Springs State Park,Columbia county,Drift tubing and certified cave diving,Florida,state_park,-82.775863,29.9513591,NA,NA,NA,"Park Rd, Fort White, FL 32038, USA"
Indian Key Historic State Park,Monroe county,First county seat for Dade County; accessible only by boat[10],Florida,state_park,-80.67709200000002,24.8783169,NA,NA,NA,"77521 Overseas Hwy, Islamorada, FL 33036, USA"
John D. MacArthur Beach State Park,Palm Beach county,A gift from John D. MacArthur to the people of Florida,Florida,state_park,-80.04404,26.824641,NA,NA,NA,"10900 Jack Nicklaus Dr, North Palm Beach, FL 33408, USA"
John Gorrie Museum State Park,Franklin county,Physician John Gorrie patented the first mechanical refrigeration process (air conditioning),Florida,state_park,-84.9856569,29.7246678,NA,NA,NA,"42-60 6th St, Apalachicola, FL 32320, USA"
John Pennekamp Coral Reef State Park,Monroe county,First underwater park in the United States,Florida,state_park,-80.4061279,25.1251486,NA,NA,NA,"102601 Overseas Hwy, Key Largo, FL 33037, USA"
John U. Lloyd Beach State Park,Broward county,Named for county attorney who led preservation efforts,Florida,state_park,-80.1114267,26.071154,NA,NA,NA,"9481-9693 N Ocean Dr, Dania Beach, FL 33004, USA"
Jonathan Dickinson State Park,Martin county,Formerly a top-secret radar training school during WWII; now hosts the Elsa Kimbell Environmental Education & Research Center,Florida,state_park,-80.1013412,27.0034834,NA,NA,NA,"Park Rd, Jupiter, FL 33469, USA"
Kissimmee Prairie Preserve State Park,Okeechobee county,The U.S. Army used the land to train B-17 bomber crews during World War II,Florida,state_park,-81.0613923,27.5947236,NA,NA,NA,"Unnamed Road, Okeechobee, FL 34972, USA"
Koreshan State Historic Site,Lee county,Home of the Koreshan Unity group,Florida,state_park,-81.8156127,26.434777,NA,NA,NA,"3800 Corkscrew Rd, Estero, FL 33928, USA"
Lafayette Blue Springs State Park,Lafayette county,First magnitude spring with 168 million gallons (636 million liters) per day,Florida,state_park,-83.2305248,30.1331786,NA,NA,NA,"Unnamed Road, Mayo, FL 32066, USA"
Lake Griffin State Park,Lake county,Connects Oklawaha to Lake Griffin,Florida,state_park,-81.9032458,28.8574964,NA,NA,NA,"3089 US-441, Fruitland Park, FL 34731, USA"
Lake Jackson Mounds Archaeological State Park,Leon county,Fort Walton Culture capital from 1050–1500,Florida,state_park,-84.31684969999999,30.500335,NA,NA,NA,"1313 Crowder Rd, Tallahassee, FL 32303, USA"
Lake June in Winter Scrub State Park,Highlands county,Limited facilities; still under development,Florida,state_park,-81.4225958,27.2987044,NA,NA,NA,"602 Daffodil St, Lake Placid, FL 33852, USA"
Lake Kissimmee State Park,Polk county,The 1876 Cow Camp is a living history site with Cracker Cowboys,Florida,state_park,-81.37202049999999,27.973334,NA,NA,NA,"14629-14803 Camp Mack Rd, Lake Wales, FL 33898, USA"
Lake Louisa State Park,Lake county,Park includes the Green Swamp and six lakes,Florida,state_park,-81.72341639999999,28.4555147,NA,NA,NA,"7035 US-27, Clermont, FL 34714, USA"
Lake Manatee State Park,Manatee county,60-site campground was opened in 1986,Florida,state_park,-82.3449047,27.4811493,NA,NA,NA,"20007 FL-64, Bradenton, FL 34212, USA"
Lake Talquin State Park,LeonGadsden county,"Lake Talquin is a 10,000 acre (4,047 ha) reservoir created by the Jackson Bluff Dam on the Ochlockonee River",Florida,state_park,-84.53546680000001,30.4367259,NA,NA,NA,"14850 Jack Vause Landing Rd, Tallahassee, FL 32310, USA"
Letchworth-Love Mounds Archaeological State Park,Jefferson county,"Site of the tallest prehistoric, Native American ceremonial earthwork mound in Florida",Florida,state_park,-83.9916207,30.5176869,NA,NA,NA,"679 Valley View Rd, Monticello, FL 32344, USA"
Lignumvitae Key Botanical State Park,Monroe county,Access via private boat or tour boat; daily visitors are limited[11],Florida,state_park,-80.69925289999999,24.9003388,NA,NA,NA,"77145 Overseas Hwy, Islamorada, FL 33036, USA"
Little Manatee River State Park,Hillsborough county,Park includes equestrian trails and campsites,Florida,state_park,-82.3784065,27.6625068,NA,NA,NA,"215 Wild W Ln, Wimauma, FL 33598, USA"
Little Talbot Island State Park,Duval county,Part of Talbot Islands State Parks,Florida,state_park,-81.41596930000001,30.4600485,NA,NA,NA,"12157 Heckscher Dr, Jacksonville, FL 32226, USA"
Long Key State Park,Monroe county,Grand resort was destroyed by the Labor Day Hurricane of 1935,Florida,state_park,-80.82271039999999,24.8200401,NA,NA,NA,"67900 Overseas Hwy, Layton, FL 33001, USA"
Lovers Key State Park,Lee county,Lovers Key State Park merged with Carl Johnson County Park in 1996,Florida,state_park,-81.871087,26.391316,NA,NA,NA,"Unnamed Road, Fort Myers Beach, FL 33931, USA"
Lower Wekiva River Preserve State Park,LakeSeminole county,Wildlife corridor to the Ocala National Forest,Florida,state_park,-81.3949264,28.8987014,NA,NA,NA,"38015 Fechtel Rd, Eustis, FL 32736, USA"
Madira Bickel Mound State Archaeological Site,Manatee county,Named for the owners who donated it to the state in 1948,Florida,state_park,-82.5931719,27.56499,NA,NA,NA,"955 Bayshore Dr, Terra Ceia, FL 34250, USA"
Madison Blue Spring State Park,Madison county,First magnitude spring,Florida,state_park,-83.2462515,30.4787261,NA,NA,NA,NA
Manatee Springs State Park,Levy county,First magnitude spring,Florida,state_park,-82.97579429999999,29.4975004,NA,NA,NA,NA
Marjorie Kinnan Rawlings Historic State Park,Alachua county,1930s farm and citrus orchard,Florida,state_park,-82.16147099999999,29.481463,NA,NA,NA,NA
Mike Roess Gold Head Branch State Park,Clay county,Hiking and Equestrian trails,Florida,state_park,-81.96186329999999,29.8477587,NA,NA,NA,NA
Mound Key Archaeological State Park,Lee county,Accessible only by boat - no facilities[12],Florida,state_park,-81.8647787,26.422228,NA,NA,NA,NA
Myakka River State Park,SarasotaManatee county,"Land partly donated by Bertha Palmer, pioneer farmer, rancher & developer",Florida,state_park,-82.31604779999999,27.2410332,NA,NA,NA,NA
Natural Bridge Battlefield Historic State Park,Leon county,Site of the second largest Civil War battle in Florida,Florida,state_park,-84.151972,30.285477,NA,NA,NA,NA
North Peninsula State Park,Volusia county,"Metal pieces from the wreck of the North Western, which sank prior to World War II, have emerged on the beach",Florida,state_park,-81.109324,29.44161699999999,NA,NA,NA,NA
Okeechobee Battlefield State Park,Okeechobee county,Battle site during the Second Seminole War,Florida,state_park,-80.7895229,27.2122863,NA,NA,NA,NA
O'Leno State Park,Columbia county,Many facilities built by the Civilian Conservation Corps in the 1930s,Florida,state_park,-82.5762891,29.914639,NA,NA,NA,NA
Ochlockonee River State Park,Wakulla county,Many older trees show scars from turpentine industry,Florida,state_park,-84.485422,29.998856,NA,NA,NA,NA
Oleta River State Park,Miami-Dade county,Park has high numbers of the invasive species Casuarina (Australian pine),Florida,state_park,-80.13939900000001,25.9187619,NA,NA,NA,NA
Olustee Battlefield Historic State Park,Baker county,First State Historic Monument in 1909,Florida,state_park,-82.38451169999999,30.2188406,NA,NA,NA,NA
Orman House Historic State Park,Franklin county,House built in 1838,Florida,state_park,-84.98993800000001,29.73015,NA,NA,NA,NA
Oscar Scherer State Park,Sarasota county,Major habitat of the Florida scrub jay,Florida,state_park,-82.47728110000001,27.1694118,NA,NA,NA,NA
Paynes Creek Historic State Park,Hardee county,Site of Fort Chokonikla and the Kennedy-Darling trading post during the Seminole Wars,Florida,state_park,-81.81013759999999,27.6199264,NA,NA,NA,NA
Paynes Prairie Preserve State Park,Alachua county,Savanna formerly occupied by Seminole Indians,Florida,state_park,-82.2933527,29.520249,NA,NA,NA,NA
Perdido Key State Park,Escambia county,A barrier island,Florida,state_park,-87.4659772,30.29378269999999,NA,NA,NA,NA
Ponce de Leon Springs State Park,Holmes county,14 million gallons (53 million liters) of 68 °F (20 °C) water outflow daily,Florida,state_park,-85.9310567,30.7211181,NA,NA,NA,NA
Pumpkin Hill Creek Preserve State Park,Duval county,Part of Talbot Islands State Parks,Florida,state_park,-81.5164982,30.4706622,NA,NA,NA,NA
Rainbow Springs State Park,Marion county,600 million gallons (2.3 billion liters) of 68 °F (20 °C) water outflow daily,Florida,state_park,-82.43739529999999,29.103174,NA,NA,NA,NA
Ravine Gardens State Park,Putnam county,Gardens built by Works Progress Administration in 1933,Florida,state_park,-81.64721809999999,29.63579409999999,NA,NA,NA,NA
River Rise Preserve State Park,Columbia county,Location where Santa Fe River reemerges after 3 miles (4.8 km) underground,Florida,state_park,-82.5762891,29.914639,NA,NA,NA,NA
Rock Springs Run State Reserve,Lake county,Joins Wekiwa Spring run to create the Wekiva River,Florida,state_park,-81.44525519999999,28.7966591,NA,NA,NA,NA
San Felasco Hammock Preserve State Park,Alachua county,"A mature Florida forest and wildlife habitat with hiking, biking, and horse trails",Florida,state_park,-82.392698,29.71271759999999,NA,NA,NA,NA
San Marcos de Apalache Historic State Park,Wakulla county,History of this national landmark dates to 1528,Florida,state_park,-84.2097008,30.1522594,NA,NA,NA,NA
San Pedro Underwater Archaeological Preserve State Park,Monroe county,"Dutch-built ship sank in a hurricane on July 13, 1733",Florida,state_park,-80.6743053,24.8524798,NA,NA,NA,NA
Savannas Preserve State Park,St. LucieMartin county,Area around Jensen Beach was known as the “Pineapple Capital of the World” from 1895 to 1920,Florida,state_park,-80.2728034,27.2990861,NA,NA,NA,NA
Seabranch Preserve State Park,Martin county,Four different natural habitats within short distance,Florida,state_park,-80.1662063,27.1329916,NA,NA,NA,NA
Sebastian Inlet State Park,BrevardIndian River county,Park never closes; second most visited Florida park,Florida,state_park,-80.44794999999999,27.85221,NA,NA,NA,NA
